"Return Html Version","返回Html版本"
"Revenue","利润"
"Role","角色"
"Role ID","角色编号"
"Role Info","角色信息"
"Role Information","角色信息"
"Role Name","角色名称"
"Role Resources","角色资源"
"Role Scopes","作用范围"
"Role Users","角色用户"
"Role successfully deleted.","成功删除角色。"
"Role successfully saved.","成功保存角色。"
"Roles","角色"
"Roles Resources","角色资源"
"Rotate CCW","替换 CCW"
"Rotate CW","替换 CW"
"Run","运行"
"Run Profile","运行配置文件"
"Run Profile In Popup","在弹出窗口中运行配置文件"
"Run Profile Inside This Window","在本窗口中运行配置文件"
"Run in popup","在弹出窗口运行"
"Running... Kill","运行中... 终止"
"Running:","正在运行："
"SKU","库存单位"
"SKU:","库存单位:"
"SSL Error: Invalid or self-signed certificate","SSL 错误：证书无效或自签名"
"Sales Report","销售报表"
"Samples","样本"
"Save","保存"
"Save & Generate","保存并生成"
"Save & Send Email","保存并发送邮件"
"Save Account","保存帐号"
"Save And Continue Edit","保存并继续修改"
"Save As...","另存为..."
"Save Config","保存设置"
"Save Currency Rates","保存货币汇率"
"Save PEAR Config","保存 PEAR 设置"
"Save Profile","保存配置文件"
"Save Role","保存角色"
"Save Template","保存模板"
"Save User","保存用户"
"Save and Continue Editing","保存并继续修改"
"Save cache settings","保存缓存设置"
"Save data and Create Package","保存数据并创建安装包"
"Save package with custom package file name","使用自定义包文件明保存安装包"
"Schedule Merge","附表合并"
"Search","搜索"
"Search Index","搜索索引"
"Search Index rebuild error. Please try again later","搜索索引重建失败，一个稍后重试"
"Search Index was rebuilded successfully","成功重建搜索索引"
"Search Term","搜索关键词"
"Search Terms","搜索关键词"
"Select","选择"
"Select All","全选"
"Select Category","选择分类"
"Select Date","选择日期"
"Select Range","选择区间"
"Select Visible","选择可见"
"Select date","选择日期"
"Select website to map","请选择网站来映射"
"Selected allow currency ""%s"" is not available in installed currencies","选中的允许货币 ""%s"" 不在已安装货币列表中"
"Selected base currency is not available in installed currencies","选中的基准货币不在已安装货币列表中"
"Selected default display currency is not available in allowed currencies","选中的默认显示货币不在允许货币列表中"
"Selected default display currency is not available in installed currencies","选中的默认显示货币不在已安装货币列表中"
"Sender","发件人"
"Separate email","单个电子邮件"
"Shipment #%s comment added","配送单%s增加了备注"
"Shipment #%s created","配送单%s已建立"
"Shipment Comments","配送备注"
"Shipment History","配送记录"
"Shipment was successfully created.","成功建立了运输。"
"Shipment was successfully sent.","成功发送了运输。"
"Shipping","运费"
"Shipping Address","配送地址"
"Shipping Price","配送价格"
"Shipping address","配送地址"
"Shipping address selection is not applicable","运输地址不能被应用"
"Shipping method must be specified","请指定配送方式"
"Shipping method selection is not applicable","配送方式不能被应用"
"Shipping origin","发货地"
"Shopping Cart from %s","%s的购物车"
"Show Report for","显示报告"
"Show by","显示"
"Show reviews","查看评论"
"Sitemap Information","网站地图信息"
"Size for %s","%s的大小"
"Skip category selection","跳过分类选择"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","此订单里的某些商品有不同的发票和运输类型。运输只可以在建立发票之后建立。"
"Some of the ordered items don\'t exist in the catalog anymore and will be removed if you try to edit the order.","某些订购的商品已不在商品目录中，如果修改订单，将被删除。"
"Sorry, this feature is coming soon...","对不起，该功能尚未实现..."
"Sort Order","排序"
"Specific Countries","选择国家"
"Spreadsheet Name:","电子表名："
"Stability","稳定性"
"Staging Store: ","分店: "
"Staging Website - Merge Configuration","分店网址 - 合并配置"
"Staging Website: ","分店网址: "
"Start Date","开张日期"
"Starting profile execution, please wait...","开始执行配置文件，请稍候..."
"State/Province:","省份："
"Status","状态"
"Status:","状态："
"Stock Quantity:","库存数量："
"Stock notification was 
"Store","商店"
"Store Credit","店铺信用"
"Store Email Addresses Section","店铺邮箱"
"Store View","店铺界面"
"Store:","店铺："
"Store: ","店铺: "
"Subject","主题"
"Submit","提交"
"Subpackage","分包"
"Subpackage can't be conflicting","分包不能冲突"
"Subpackages","分包"
"Subtotal","小计"
"Subtotal Amount","小计"
"Summary","摘要"
"Summary:","摘要："
"Switch/Solo Only","仅限Switch/Solo"
"Switch/Solo card issue number: %s","Switch/Solo 卡号：%s"
"Switch/Solo card start Date: %s/%s","Switch/Solo 卡开始日期：%s/%s"
"Switch/Solo/Maestro(UK Domestic) Only","仅限 Switch/Solo/Maestro(英国国内)"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Switch/Solo/Maestro(英国国内) 卡号：%s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Switch/Solo/Maestro(英国国内) 开始日期：%s/%s"
"System","系统"
"System Section","系统单元"
"Tag was successfully deleted","成功删除标签"
"Tag was successfully saved","成功保存标签"
"Tags","标签"
"Target Path","目标路径"
"Tax","税额"
"Tb","Tb"
"Template","模板"
"Template Content","模板内容"
"Template Information","模板信息"
"Template Name","模板名称"
"Template Subject","模板主题"
"Template Type","模板类型"
"Temporary (302)","暂时 (302)"
"Text","纯文本"
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","该文件在 Windows 系统下可以使用 <a href=""%s"">%s</a> 解压"
"The information in this tab has been changed.","此标签内容已改变。"
"This account is","帐号为"
"This account is inactive.","此帐户已停用."
"This attribute set don\'t have attributes which we can use for configurable product","该属性集没有可用于配置商品的属性"
"This attribute shares the same value in all the stores","该属性在所有商店中共享相同的值"
"This is a demo store. Any orders placed through this store will not be honored or fulfilled.","此为演示商铺. 在此Any orders placed through this store will not be honored or fulfilled."
"This is a required field.","这是必填栏目。"
"This product is currently disabled","该商品目前处于禁用状态"
"This section is not allowed.","此部分已被禁止（配置）。"
"This tab contains invalid data. Please solve the problem before saving.","该栏目有不正确的数据，请检查后再保存。"
"This user no longer exists","该用户不存在"
"Thumbnail","缩略图"
"Time","时间"
"Time selection:","时间选择："
"Time:","时间："
"To","到"
"Toggle Editor","切换编辑器"
"Tools","工具"
"Top 5 Search Terms","最热门5个搜索关键词"
"Total","共"
"Total %d records found","共有%d个记录"
"Total Amount","总金额"
"Total Invoiced","发票总额"
"Total Order Amount","订单总额"
"Total Refunded","所有退款"
"Total of %d record(s) were successfully deleted","成功删除%d个记录"
"Total of %d record(s) were successfully updated","成功更新%d个记录"
"Track order","跟踪订单"
"Track this shipment","查询此配送信息"
"Tracking number %s for %s assigned","运单号%s已生成，属于%s"
"Tracking number can not be empty.","运单号码不能为空。"
"Transactional Emails","交易邮件"
"Type","类型"
"Type:","类型："
"URL Rewrite Information","URL重写信息"
"URL Rewrite Management","管理URL重写"
"URL Rewrite has been successfully deleted","URL重写已被删除"
"URL Rewrite has been successfully saved","已保存URL重写"
"Unable to find a poll to delete","无法找到一个删掉角色"
"Unable to find a tag to delete","无法找到要删除的标签"
"Unable to find a user to delete","无法扎到要删除的用户"
"Unable to initialize import model","无法初始化导入模块"
"Unable to save Cron expression","无法保存计划任务(Cron)表达式"
"Uninstall","卸载"
"Uninstalling $pkg, please wait...","卸载$pkg，请稍候..."
"Uninstalling selected packages, please wait...","正在卸载安装包，请稍候..."
"Unknown","未知"
"Unknown error","未知错误"
"Unlimited","无限"
"Unselect All","取消全选"
"Unselect Visible","取消选择可见"
"Update","更新"
"Updated At","更新于"
"Upgrade","升级"
"Upgrade All Available Packages","升级所有可用的安装包"
"Upgrade all available packages","升级所有可用的安装包"
"Upgrade all packages","升级所有安装包"
"Upgrading $pkg, please wait...","正在升级$pkg，请稍候..."
"Upgrading all available packages, please wait...","正在升级所有可用的安装包，请稍候..."
"Upgrading all packages, please wait...","正在升级所有安装包，请稍候..."
"Upgrading selected packages, please wait...","正在升级选定的安装包，请稍候..."
"Upload File","上传文件"
"Upload Files","上传文件"
"Upload HTTP Error","上传 HTTP 错误"
"Upload I/O Error","上传 I/O 错误"
"Upload Local File","上传本地文件"
"Upload Security Error","上传安全错误"
"Upload and Install","上传并安装"
"Upload import file","上传导入文件"
"Upload local file:","上传本地文件："
"Use Config Settings","使用配置设置"
"Use Default Value","使用默认值"
"Use Store Credit (%s available)","使用商店信用 (%s available)"
"Use default","使用缺省值"
"Use website","使用网站地址"
"User","用户"
"User Email","用户邮件"
"User ID","用户编号"
"User Info","用户信息"
"User Information","用户信息"
"User Name","用户名"
"User Name:","用户名："
"User Role","用户角色"
"User Roles","用户角色"
"User Roles Information","用户角色信息"
"User name","用户名"
"User was successfully deleted","成功删除用户"
"User was successfully saved","成功保存用户"
"User with the same User Name or Email aleady exists","已有相同的用户名或电子邮件"
"Users","用户"
"Value","值"
"Value Delimiter:","值分隔符："
"Version","版本"
"Version:","版本："
"View","每页"
"View Actions XML","查看操作 XML"
"View Statistics for","查看统计"
"Visibility:","可见性："
"Warning! Empty value can cause problems with CSV format.","警告！空值可能引起 CSV 格式问题。"
"Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?","警告！\r\n该操作将把用户从指定的角色中删除\r\n您确认吗？"
"Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?","警告！\r\n该操作将把这些用户从指定的角色中删除\r\n您确认吗？"
"Warning: Please don't close window during importing/exporting data","警告：导入/导出数据时，请不要关闭窗口"
"Watermark File for %s","%s的水印文件"
"We detected that your JavaScript seem to be disabled.","我们检测到你可能禁止了JavaScript."
"We\'re in our typing table, coding away more features for Magento. Thank you for your patience.","我们正完善 Magento 的功能，请耐心等候。"
"Web Section","Web 单元"
"Web Services","Web 服务"
"Web services","Web 服务"
"Website","网站"
"Website: ","网站: "
"What is this?","这是什么？"
"Wishlist Report","收藏报表"
"Wrong column format","栏目格式错误"
"Wrong newsletter template.","错误的电子报模板."
"Wrong tab configuration","Tab设置错误"
"XML","XML"
"YTD","今年"
"Year","年份"
"Yes","是"
"Yes (only price with tax)","是 (仅价格含税)"
"You can not delete self assigned roles.","不能删除字节的角色。"
"You cannot delete account of yourself","不能删除字节的帐号"
"You have","您有"
"You have not enought permissions to login.","没有权限登录。"
"You have not enought permissions to use this functionality.","没有权限使用该功能。"
"You must have JavaScript enabled in your browser to utilize the functionality of this website.","您须开启浏览器的JavaScript来运行此网站的功能."
"You need specify carrier.","您需要指定配送公司"
"You need to specify order items","您需要指定订购商品"
"You successfully logged out.","您已成功登出。"
"Your answers contain duplicates.","您的回复重复了。"
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","您的服务器上 PHP 设置单次文件上传不能超过 %s，如果您想要上传更大的文件，请修改 php.ini 中 post_max_size （目前设置：%s）以及 upload_max_filesize （目前设置：%s）"
"Zip/Postal Code","邮编"
"Zip/Postal Code:","邮编："
"[ deleted ]","[ 删除 ]"
"[deleted]","[删除]"
"b","b"
"close","关闭"
"critical","关键"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","例：基准路径 ""sitemap/"" 或 ""/""（路径必须可写）"
"example: sitemap.xml","例：sitemap.xml"
"from","来自"
"images/logo.gif","images/logo.gif"
"items selected","件商品已选择"
"major","重要"
"md5sum","md5sum"
"minor","次要"
"notice","公告"
"of %s pages","共%s页"
"or","或者"
"per page","个记录"
"store(%s) scope","商店(%s)范围"
"to","到"
"website(%s) scope","网站(%s)范围"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>.","{{base_url}}不建议在正式运行环境下公布基准不安全网址和基准安全网址。强烈建议您在Magento <a href=""%s"">配置</a>中修改此值。"
"Index Management","索引管理"
"Reindex Data","重新索引"
"Index product attributes for layered navigation building","索引分层导航产品属性"
"Product Prices","产品价格"
"Index product prices","索引产品价格"
"Catalog Url Rewrites","目录URL重写"
"Index product and categories url rewrites","索引产品和分类的URL重写"
"Product Flat Data","产品平面数据"
"Index Process Information","索引进程信息"
"Reorganize EAV product structure to flat structure","重组EVA产品结构到平面结构"
"Category Flat Data","重组EVA分类结构到平面结构"
"Indexed category/products association","收录产品和分类的集合"
"Catalog Search Index","分类搜索索引"
"Rebuild Catalog product fulltext search index","重建目录产品全文搜索索引"
"Stock status","库存状态"
"Index product stock status","索引产品库存状态"
"Index","索引"
"Index Name","索引名"
"Index Description","索引描述"
"Index Mode","索引模式"
"Update on Save","保存更新"
"Manual Update","手动更新"
"Custom Variables","自定义变量"
"Variable ID","变量ID"
"Variable Code","变量代码"
"Add New Variable","添加新变量"
"Content Management","内容管理"
"WYSIWYG Options","WYSIWYG 设置"
"Enable WYSIWYG editor","激活WYSIWYG编辑器"
"Enabled by Default","默认激活"
"Disabled by Default","默认禁止"
"Disabled Completely","完全禁止"
"Payment Services","支付服务"
"3D Secure Credit Card Validation","3D安全信用卡验证"
"Processor Id","处理器ID"
"Merchant Id","商人ID"
"Test Mode","测试模式"
"Overrides API URL that may be specified by a Payment Method","覆盖API的网址可以指定付款方式"
"Test Mode","测试模式"
"CSS Settings","CSS设置"
"Refresh Statistics","刷新统计"
"Total Ordered Report","已完成的订单报告"
"Refresh Lifetime Statistics","全部刷新"
"Refresh Statistics for Last Day","刷新最后一天的统计"
"Pages","页面"

